Unnamed: 0,asin,description,emotion_spacy,most_significant_emotion_spacy
1401,B000008TBY,biomechan ejacul damn contain intens music ever conceiv experi track complet total mad industri metal halloween gothic one cd love love love get f ckin cd said oh yeah love cd treat underground pa plethora origion expand farther measur mani rang make h e first releas sought peopl genr pit co review blitzkreg ear punish inflict region compel frighten industro act jam fl outfit creat evil wick sound truli volcano ny metal industri music never sound brutal face caustic truth ontario canada love get disc like know expect instantli love ink nineteen fl cd song realli attract hypnot song particular turn geniu indispens underground u franc,"Counter({'positive': 7, 'sadness': 6, 'anticipation': 3, 'negative': 2, 'fear': 2, 'trust': 1})",positive
1448,B00000AOSW,cd ep special inlay see pictur,Counter({'positive': 1}),positive
1597,B00000B16E,one album releas canadian melod rock band form alberta first full length album releas,Counter({'positive': 2}),positive
1651,B00000B7HM,japan import audio cd track japan soni src tracklist fool kansa citi love affair night took barbado dream love pride yellow beach umbrella believ mine miss oti regret wish could dark til dawn,"Counter({'positive': 3, 'anticipation': 2, 'sadness': 2, 'negative': 1, 'joy': 1})",positive
1661,B00000B814,two day decemb enough record minut sublim fennesz sparklehors combin prepar odditi mass inspir make record uniqu style seri particular song soundscap rare beauti stun atmospher abstract sound well craft tradit songstructur meet acoust instrument electron creat outstand ambienc europ real europ,"Counter({'positive': 1, 'trust': 1})",positive
1677,B00000B9DF,inch version classic,Counter({'positive': 1}),positive
1680,B00000B8Z8,japanes releas feartur bit master limit edit lp style slipcas initi press,Counter({'positive': 1}),positive
1738,B00000F1D9,petrouchka propheci randal hodgkinson first rate musician superb sens music shape strong sens charact exquisit schumann welcom debut peter j rabinowitz fanfar magazin may june rather spectacular piano recit formid pyrotechn display impress debut solo disc doubl five star rate christoph wood bbc music magazin march petrouchka bristl succinct idiomat theatric first class beethoven interpret rhythmic drive forthright largess flair american record guid juli august,"Counter({'positive': 5, 'sadness': 2, 'anticipation': 2, 'trust': 1})",positive
1750,B00000G0Y6,whisper soul contain minut continu flute music play grandmast tae yun kim accompani one student sound flute help transform stress world peac tranquil place calm relax make feel aliv free listen grandmast kim whisper soul make feel extrem relax put calm tranquil mood allow forget troubl help put stress behind get day healthi construct manner,"Counter({'positive': 5, 'negative': 3, 'sadness': 1})",positive
1753,B00000G0YQ,datelin oklahoma citi june harri cont tom palamon bill conway john jigg ward award gold medal nation barbershop quartet champion one spebsqsa earliest prolif champ pittsburgh also made mani record spread joy barbershop throughout land gold medal part thing made pittsburgh uniqu pittsburgh went hundr show star earli televis commerci silvertop beer serv hous quartet pennsylvania freedom train entertain thousand troop vietnam war pittsburgh first quartet perform written arrang key chang contest first quartet use choreograph stage presenc gestur competit also introduc famou standard way barbershop world among consumm musician day artistri live record sit back enjoy littl bit histori tom palamon share stori one kind sound one societi accomplish champion joker wild abl salvag remast memor record nation barbershop quartet champion pittsburgh th anniversari releas believ tune along marvel anecdot stori origin pittsburgh tom palamon captur spirit artistri barbershop pioneer give us small glimps live earli champion joker wild invit enjoy wonder song well coupl rendit tune made famou pittsburgh honor th anniversari year,"Counter({'positive': 13, 'anticipation': 11, 'trust': 6, 'negative': 3, 'surprise': 2, 'fear': 1})",positive
1755,B00000G15P,head psychic tranc fur sold amazon com product manufactur demand use cd r record media amazon com standard return polici appli space rocker love head raver pursuit safe region chill love head graphic artist marvel cd booklet color psychic tranc fur repres underground never experienc previous look duo appear local club anytim soon one purchas head experi sit comfort chair trip william athey event octob,"Counter({'positive': 3, 'negative': 1, 'trust': 1, 'anticipation': 1, 'surprise': 1})",positive
1756,B00000G1BI,english countri danc music carolan harp tune irish tradit tune spirit arrang two hammer dulcim accompani instrument includ piano field organ guitar mandola flute david neiman beverli wood play hammer dulcim sinc two east coast foremost dulcim player teach perform regularli concert festiv,"Counter({'positive': 2, 'sadness': 1, 'anticipation': 1, 'negative': 1, 'trust': 1})",positive
1762,B00000G1CP,curt warren one great jazz guitarist world still abl captur puriti beauti jazz guitar sound record part record chicago curt enlist help top jazz musician larri novak piano rusti jone drum nick tounta bass ricki malichi drum ruben gutierrez keyboard francisco anguiano bass curt dazzl listen origin tune two cover tune one beauti rendit wave jobim curt play samba bossa nova hip groov chord solo art form almost lost today album part record chicago present virtuos jazz guitarist curt warren open song jamey lead us session textur care technic yet beauti jazz song list unless credit otherwis dreamlin clever jazzi number demonstr technic play breez warren play fast yet full round somehow crisp note hang love guitar play band support well ad structur never overshadow beauti effort fine cd care craft intellig tune snazzi guitar jazz artist creat love sound note chord savor minut great guitar music realli recommend,"Counter({'positive': 7, 'anticipation': 4, 'trust': 4, 'sadness': 2})",positive
1763,B00000G1MH,better fade diari tatter photo fine collect captur spirit stay home includ union confeder patriot tune sentiment piec minstrel song popular tune day song return soldier run away slave minut instrument vocal well done highli recommend bluegrass unlimit,"Counter({'positive': 2, 'negative': 1, 'sadness': 1, 'trust': 1})",positive
1772,B00000G278,jealou muse flow like theatric journey one act next song separ scene place almost hear light dim next curtain rise along cours wit innoc growth tragedi resolut premonit simplic give way subtleti care listen left clich broken refresh new perspect univers theme life love self awar produc tom espinola tast creat set cohes journey throughout divers track jealou muse built strong foundat art acoust guitar emot contempl vocal canva textur highlight addedacc ascend contrast color whether jazz ballad trumpet john mcdonough silver blue liquid vocal vyktoria pratt keat swim tom contribut cello percuss electr guitar mandolin throughout project textur never overwhelm rather embrac dahl complex acoust melodi though gener regard folk musician richard compar divers artist david gilmor georg harrison nick drake joni mitchel tom petti leonard cohen assur confirm catagor call music folk folk defin loos fact like defin style anyway folk intang aura surround perform live record make pure relev connect word music perform audienc music magica method person sever peopl work togeth influenc mind bodi spirit emot other folk music use magic awaken heal inspir richard dahl music creat draw worldli palett color rhythm intim intellig mike joyc washington post tune smith knack give song distinct flavor dahl music steep slowli like hot cup tea terenc mulligan takoma voic highli origin concept execut dahl prove idiosyncrat thought singer songwrit cliff john alexandria old town crier,"Counter({'positive': 10, 'sadness': 8, 'anticipation': 7, 'negative': 6, 'trust': 4, 'anger': 1, 'fear': 1})",positive
1774,B00000G27R,slammin r b pop cd offer sensual dynam ballad catchi melodi line fieri vocal perform solid musicianship memor melod song would appeal anyon enjoy artist like princ babyfac boyz ii men azur bomb album design right sexi breathi paus lead singer ripe mega success azur know get dirti got song got sound got look noth stop group household name across countri independentsongwrit novemb multi talent musician like babyfac princ break mold establish profici area creativ fw weekli march,"Counter({'positive': 8, 'anticipation': 4, 'surprise': 2, 'sadness': 1, 'trust': 1})",positive
1783,B00000G456,mixtur bonni raitt van morrison stevi ray vaughn al geeen earth sound heard believ robert mix soul ballad real life experi strike chord us robert born rais southeast texa port arthur area texa began belt vocal talent age divers sound land pop rock classic rock countri station,"Counter({'positive': 6, 'negative': 3, 'trust': 1})",positive
1784,B00000G46V,tradit chines music play georg gao ensembl one top chines music ensembl canada georg gao brought togeth best chines instrumentalist live toronto found chines music ensembl later name georg gao silk ensembl sinc ensembl receiv tremend support canadian govern commun becom one favor activ chines ensembl canada georg gao silk ensembl success debut concert march cbc glenn gould studio ensembl perform mani concert festiv receiv great appreci audienc mani enthusiast request ensembl publish first album titl band member main member ensembl georg gao fan shang e guo xie ying zhou wei liu fang jenni zhang,"Counter({'positive': 5, 'sadness': 3, 'anticipation': 3, 'trust': 2, 'fear': 1})",positive
1787,B00000G457,mixtur bonni raitt van morrison stevi ray vaughn al green earth sound heard believ robert mix soul ballad real life experi strike chord us robert born rais southeast texa port arthur area texa began belt vocal talent age divers sound land pop rock classic rock countri station,"Counter({'positive': 6, 'negative': 3, 'trust': 2})",positive
